eventId,eventDate,longitude,latitude,depth,magnitudeType,magnitude,area
563171,"2023-03-15T07:51:46",36.611,38.014,6.98,"ML",3.3,"Göksun (Kahramanmaraş)"
563150,"2023-02-15T22:00:41",36.633,38.068,7.2,"ML",3,"Göksun (Kahramanmaraş)"
563146,"2023-03-15T06:27:07",32.3,34.544,7.78,"ML",3.6,"Akdeniz"
563139,"2023-03-15T05:49:33",37.494,37.984,7.72,"MW",4,"Nurhak (Kahramanmaraş)"
563117,"2023-03-15T04:22:03",37.534,38.019,7,"ML",3,"Nurhak (Kahramanmaraş)"
563116,"2023-03-15T04:27:58",36.787,37.387,7,"ML",3.2,"Türkoğlu (Kahramanmaraş)"
563096,"2023-03-15T03:29:55",36.305,37.138,7,"MW",3.9,"Merkez (Osmaniye)"
563069,"2023-03-15T02:24:32",40.648,39.739,7,"ML",3.1,"Aşkale (Erzurum)"
562998,"2023-03-14T23:03:16",38.435,38.134,8,"ML",3.1,"Sincik (Adıyaman)"
562939,"2023-03-14T20:42:29",36.41,36.642,7,"ML",3.4,"Kırıkhan (Hatay)"
562937,"2023-03-14T20:30:38",36.951,38.058,11.04,"ML",3.1,"Göksun (Kahramanmaraş)"
562923,"2023-03-14T19:40:15",36.331,37.977,9.92,"ML",3,"Göksun (Kahramanmaraş)"
562910,"2023-03-14T19:10:01",37.526,38.404,7,"ML",3.1,"Darende (Malatya)"
562900,"2023-03-14T18:55:16",38.543,38.152,7.12,"MW",3.9,"Battalgazi (Malatya)"
562895,"2023-03-14T18:33:19",36.634,37.844,7.2,"ML",3,"Onikişubat (Kahramanmaraş)"
562879,"2023-03-14T17:00:34",39.451,38.472,7,"ML",3.1,"Maden (Elazığ)"
562858,"2023-03-14T16:35:58",21.818,35.556,4.22,"MW",5.3,"Akdeniz"
562830,"2023-03-14T15:07:30",36.679,37.98,6.99,"ML",3.2,"Onikişubat (Kahramanmaraş)"
562825,"2023-03-14T14:49:47",37.384,37.84,5.34,"MW",4.9,"Çağlayancerit (Kahramanmaraş)"
562755,"2023-03-14T11:57:56",36.193,37.791,6.7,"ML",3.8,"Saimbeyli (Adana)"
562740,"2023-03-14T11:33:23",36.581,38.038,6.96,"ML",3.7,"Göksun (Kahramanmaraş)"
562693,"2023-03-14T09:40:03",38.384,38.074,7.16,"ML",3.1,"Çelikhan (Adıyaman)"
562657,"2023-03-14T08:16:52",38.67,38.182,0.7,"ML",3.4,"Pütürge (Malatya)"
562656,"2023-03-14T08:06:35",38.002,38.072,6.16,"ML",3,"Doğanşehir (Malatya)"
562618,"2023-03-14T06:47:34",36.976,38.135,7,"MW",4.7,"Göksun (Kahramanmaraş)"
562592,"2023-03-14T05:16:59",36.483,36.829,10.63,"ML",3.7,"Hassa (Hatay)"
562589,"2023-03-14T04:46:24",36.478,37.766,7.07,"ML",3.2,"Andırın (Kahramanmaraş)"
562583,"2023-03-14T04:14:14",37.471,38,7.12,"ML",3.3,"Nurhak (Kahramanmaraş)"
562581,"2023-03-14T04:09:01",36.94,37.178,7,"ML",3.1,"Nurdağı (Gaziantep)"
562573,"2023-03-14T02:27:52",38.552,38.139,7.03,"MW",3.9,"Sincik (Adıyaman)"
562534,"2023-03-14T00:25:28",38.354,38.077,7.11,"ML",3.1,"Çelikhan (Adıyaman)"
562512,"2023-03-13T22:34:47",37.856,38.202,7,"ML",3,"Doğanşehir (Malatya)"
562458,"2023-03-13T19:02:02",36.302,37.811,7,"ML",3.4,"Andırın (Kahramanmaraş)"
562433,"2023-03-13T17:37:28",37.701,37.796,16.28,"ML",3.2,"Gölbaşı (Adıyaman)"
562413,"2023-03-13T15:56:58",38.679,38.193,6.17,"MW",3.6,"Pütürge (Malatya)"
562398,"2023-03-13T15:06:20",36.24,36.406,7,"ML",3.7,"Antakya (Hatay)"
562383,"2023-03-13T14:15:39",37.548,38.429,7,"ML",3.1,"Darende (Malatya)"
562361,"2023-03-13T11:59:56",38.493,38.12,11.14,"ML",3,"Sincik (Adıyaman)"
562357,"2023-03-13T12:22:13",36.52,36.907,7,"ML",3.3,"İslahiye (Gaziantep)"
562332,"2023-03-13T10:24:58",36.925,38.057,14.93,"ML",3,"Göksun (Kahramanmaraş)"
562327,"2023-03-13T10:16:55",36.486,37.894,7,"ML",3.3,"Göksun (Kahramanmaraş)"
562300,"2023-03-13T08:23:07",36.258,37.858,7,"ML",3,"Saimbeyli (Adana)"
562294,"2023-03-13T08:42:56",37.465,37.982,12.86,"ML",3.1,"Nurhak (Kahramanmaraş)"
562259,"2023-03-13T02:23:44",38.657,38.174,10.49,"ML",3.5,"Pütürge (Malatya)"
562238,"2023-03-13T06:45:18",36.343,37.887,10.46,"ML",3.2,"Göksun (Kahramanmaraş)"
562229,"2023-03-13T06:17:45",38.686,38.187,7,"ML",3.7,"Pütürge (Malatya)"
562228,"2023-03-13T06:11:59",37.203,37.399,12.65,"ML",3.2,"Pazarcık (Kahramanmaraş)"
562219,"2023-03-13T05:04:01",36.811,40.492,7.32,"ML",3.2,"Merkez (Tokat)"
562196,"2023-03-13T04:11:43",36.255,37.852,8.35,"ML",3.3,"Saimbeyli (Adana)"
562159,"2023-03-13T02:27:19",38.681,38.208,8.04,"ML",3.1,"Pütürge (Malatya)"
562154,"2023-03-13T02:00:46",31.802,40.873,8.37,"ML",3.2,"Merkez (Bolu)"
562151,"2023-03-13T02:23:14",36.505,36.828,11.21,"MW",4.4,"Hassa (Hatay)"
562148,"2023-03-13T02:13:51",38.673,38.186,8.08,"MW",4.5,"Pütürge (Malatya)"
562133,"2023-03-13T01:34:29",38.677,38.189,10.14,"MW",4.7,"Pütürge (Malatya)"
562104,"2023-03-12T23:29:51",37.808,34.975,5.92,"ML",3,"Al-Mukharram, Humus (Suriye) - [174.23 km] Reyhanlı (Hatay)"
562095,"2023-03-12T23:22:50",36.65,37.872,7,"ML",3,"Onikişubat (Kahramanmaraş)"
562082,"2023-03-12T22:09:22",37.843,38.176,4.86,"ML",3,"Doğanşehir (Malatya)"
562080,"2023-03-12T22:41:28",36.643,38.048,7,"MW",3.8,"Göksun (Kahramanmaraş)"
562051,"2023-03-12T21:28:49",36.25,37.883,7.74,"ML",3,"Saimbeyli (Adana)"
562041,"2023-03-12T20:55:11",38.143,38.277,7,"ML",3.5,"Yeşilyurt (Malatya)"
562034,"2023-03-12T20:21:07",37.153,37.518,8.81,"ML",3.3,"Dulkadiroğlu (Kahramanmaraş)"
562026,"2023-03-12T19:41:40",36.491,36.879,10.96,"ML",3.5,"Hassa (Hatay)"
561992,"2023-03-12T17:59:11",36.618,38.105,7,"ML",3.1,"Göksun (Kahramanmaraş)"
561974,"2023-03-12T16:34:44",36.91,38.086,7,"ML",3.2,"Göksun (Kahramanmaraş)"
561973,"2023-03-12T16:38:15",37.073,37.452,8.99,"ML",3.2,"Dulkadiroğlu (Kahramanmaraş)"
561971,"2023-03-12T16:52:31",37.05,38.181,4.08,"ML",3.4,"Elbistan (Kahramanmaraş)"
561950,"2023-03-12T15:30:06",37.042,37.498,9.59,"ML",3.3,"Dulkadiroğlu (Kahramanmaraş)"
561942,"2023-03-12T15:06:23",36.362,37.934,6.01,"ML",3,"Göksun (Kahramanmaraş)"
561929,"2023-03-12T13:54:19",41.2,36.234,4.46,"MW",3.6,"Haseke (Suriye) - [92.54 km] Nusaybin (Mardin)"
561923,"2023-03-12T13:36:46",35.329,35.461,6.83,"MW",3.9,"Akdeniz"
561921,"2023-03-12T13:31:58",31.795,40.863,7.14,"MW",3.7,"Merkez (Bolu)"
561918,"2023-03-12T13:03:00",37.186,38.045,7,"ML",3,"Ekinözü (Kahramanmaraş)"
561917,"2023-03-12T13:01:21",36.485,38.029,6.64,"ML",3.5,"Göksun (Kahramanmaraş)"
561913,"2023-03-12T12:31:21",36.253,37.91,8.17,"MW",4.4,"Saimbeyli (Adana)"
561911,"2023-03-12T12:13:22",37.193,38.232,7,"ML",3,"Elbistan (Kahramanmaraş)"
561902,"2023-03-12T10:35:47",37.509,38.044,7,"MW",3.4,"Elbistan (Kahramanmaraş)"
561901,"2023-03-12T10:35:17",36.413,36.693,7,"ML",3.1,"Hassa (Hatay)"
561892,"2023-03-12T10:28:09",37.836,38.154,7,"ML",3,"Doğanşehir (Malatya)"
561878,"2023-03-12T09:14:55",36.367,37.236,7,"ML",3.9,"Düziçi (Osmaniye)"
561872,"2023-03-12T08:30:29",38.017,38.208,4.72,"ML",3,"Yeşilyurt (Malatya)"
561855,"2023-03-12T06:22:59",36.252,37.876,7,"ML",3.3,"Saimbeyli (Adana)"
561784,"2023-03-12T02:43:14",38.186,38.119,7,"ML",3.2,"Yeşilyurt (Malatya)"
561779,"2023-03-12T02:28:05",37.785,38.125,8.73,"ML",3.3,"Doğanşehir (Malatya)"
561745,"2023-03-12T01:40:52",35.31,37.856,8.37,"ML",3.6,"Yahyalı (Kayseri)"
561724,"2023-03-12T01:07:55",36.318,37.936,7,"ML",3,"Göksun (Kahramanmaraş)"
561684,"2023-03-11T21:57:49",37.488,38.003,7,"ML",3.4,"Nurhak (Kahramanmaraş)"
561642,"2023-03-11T19:35:16",35.668,36.976,7,"MW",4,"Yüreğir (Adana)"
561631,"2023-03-11T19:00:03",39.507,38.524,7,"ML",3.1,"Maden (Elazığ)"
561626,"2023-03-11T18:47:34",37.778,38.126,5.02,"ML",3,"Doğanşehir (Malatya)"
561477,"2023-03-11T11:32:09",38.626,38.163,7.11,"MW",3.9,"Pütürge (Malatya)"
561469,"2023-03-11T11:05:24",38.14,38.155,7.11,"ML",3.2,"Yeşilyurt (Malatya)"
561417,"2023-03-11T07:42:14",37.421,38.079,9.02,"ML",3,"Elbistan (Kahramanmaraş)"
561394,"2023-03-11T06:37:49",36.189,37.138,7,"ML",3.3,"Merkez (Osmaniye)"
561392,"2023-03-11T06:32:03",27.201,36.562,8.89,"ML",3.3,"Ege Denizi - [26.49 km] Datça (Muğla)"
561388,"2023-03-11T06:20:22",27.201,36.541,14.14,"MW",3.8,"Ege Denizi - [27.84 km] Datça (Muğla)"
561377,"2023-03-11T05:39:21",37.236,38.071,7.93,"ML",3.1,"Elbistan (Kahramanmaraş)"
561371,"2023-03-11T04:30:06",27.155,36.503,7,"ML",3.5,"Ege Denizi - [33.64 km] Datça (Muğla)"
561248,"2023-03-11T00:39:22",36.386,37.804,7.03,"MW",3.6,"Andırın (Kahramanmaraş)"
561203,"2023-03-10T22:41:31",37.461,38.019,7.01,"ML",3,"Elbistan (Kahramanmaraş)"
561202,"2023-03-10T22:57:55",27.155,36.502,7,"ML",3.1,"Ege Denizi - [33.74 km] Datça (Muğla)"
561187,"2023-03-10T21:44:52",38.684,38.173,5.61,"ML",3.2,"Pütürge (Malatya)"
561121,"2023-03-10T19:36:43",37.809,38.184,5.95,"ML",3.3,"Doğanşehir (Malatya)"
561090,"2023-03-10T18:29:13",36.036,36.222,6.82,"ML",3,"Samandağ (Hatay)"
561072,"2023-03-10T18:09:23",36.613,37.035,7.09,"ML",3.3,"İslahiye (Gaziantep)"
561071,"2023-03-10T18:08:46",41.459,38.919,7,"MW",3.6,"Merkez (Muş)"
561069,"2023-03-10T18:05:34",37.301,38.242,8.57,"MW",3.5,"Elbistan (Kahramanmaraş)"
561061,"2023-03-10T16:58:49",40.352,39.194,10.74,"ML",3.4,"Kiğı (Bingöl)"
561003,"2023-03-10T14:42:13",37.236,37.501,5,"ML",3.3,"Pazarcık (Kahramanmaraş)"
560946,"2023-03-10T12:58:44",36.657,38.092,7.16,"ML",3,"Göksun (Kahramanmaraş)"
560921,"2023-03-10T10:17:03",38.142,38.268,7.18,"ML",3,"Yeşilyurt (Malatya)"
560881,"2023-03-10T10:03:12",38.141,38.303,7.01,"ML",3,"Yeşilyurt (Malatya)"
560847,"2023-03-10T07:28:23",38.408,38.031,7,"ML",3.1,"Çelikhan (Adıyaman)"
560818,"2023-03-10T07:58:34",37.493,37.985,7.01,"MW",3.9,"Nurhak (Kahramanmaraş)"
560778,"2023-03-10T03:33:57",35.968,35.586,22.42,"ML",3,"Lazkiye (Suriye) - [33.94 km] Yayladağı (Hatay)"
560749,"2023-03-10T02:28:13",35.326,38.693,7,"MW",4.8,"Hacılar (Kayseri)"
560714,"2023-03-09T23:34:16",38.486,38.125,7.24,"MW",4.1,"Sincik (Adıyaman)"
560707,"2023-03-09T22:33:15",36.173,37.967,7,"ML",3,"Saimbeyli (Adana)"
560696,"2023-03-09T22:08:37",35.51,35.511,21.91,"ML",3,"Akdeniz"
560695,"2023-03-09T22:22:05",36.993,41.964,19.26,"MW",4,"Karadeniz - [69.71 km] Çarşamba (Samsun)"
560680,"2023-03-09T21:08:48",36.912,37.141,7,"MW",4.1,"Nurdağı (Gaziantep)"
560646,"2023-03-09T18:55:27",38.442,38.107,9.6,"MW",4.5,"Sincik (Adıyaman)"
560644,"2023-03-09T18:29:04",37.642,37.998,6.99,"ML",3.1,"Doğanşehir (Malatya)"
560628,"2023-03-09T17:57:20",38.006,38.209,11.71,"ML",3.3,"Yeşilyurt (Malatya)"
560615,"2023-03-09T16:40:03",38.489,38.107,7,"ML",3.4,"Sincik (Adıyaman)"
560605,"2023-03-09T16:09:33",38.076,38.575,7,"ML",3.6,"Yazıhan (Malatya)"
560602,"2023-03-09T15:55:45",36.886,37.332,6.92,"ML",3.3,"Türkoğlu (Kahramanmaraş)"
560588,"2023-03-09T13:48:11",37.133,38.046,7,"ML",3,"Ekinözü (Kahramanmaraş)"
560579,"2023-03-09T12:15:15",36.557,38.049,6.27,"ML",3.2,"Göksun (Kahramanmaraş)"
560578,"2023-03-09T12:10:00",36.157,37.859,8.1,"ML",3,"Saimbeyli (Adana)"
560569,"2023-03-09T12:15:15",36.558,38.029,12.26,"ML",3.1,"Göksun (Kahramanmaraş)"
560568,"2023-03-09T12:10:00",36.154,37.858,10.3,"ML",3,"Saimbeyli (Adana)"
560545,"2023-03-09T09:29:39",38.671,38.162,6.89,"ML",3,"Pütürge (Malatya)"
560523,"2023-03-09T08:17:23",37.818,38.052,7.06,"ML",3.1,"Doğanşehir (Malatya)"
560522,"2023-03-09T07:50:41",38.189,37.943,7,"ML",3.1,"Merkez (Adıyaman)"
560518,"2023-03-09T07:47:38",37.461,38.108,7,"ML",3.1,"Elbistan (Kahramanmaraş)"
560516,"2023-02-23T21:42:45",39.646,38.54,9.89,"ML",3,"Maden (Elazığ)"
560496,"2023-03-09T06:54:42",37.853,38.122,15.35,"ML",3.1,"Doğanşehir (Malatya)"
560491,"2023-03-09T06:31:11",36.537,38.01,6.96,"ML",3.2,"Göksun (Kahramanmaraş)"
560471,"2023-03-09T05:28:53",28.237,40.523,7,"MW",3.9,"Marmara Denizi - [14.41 km] Karacabey (Bursa)"
560469,"2023-03-09T05:06:06",38.42,38.121,7.02,"ML",3,"Yeşilyurt (Malatya)"
560467,"2023-03-09T05:01:06",36.27,42.497,14.1,"MW",3.8,"Karadeniz - [90.40 km] Bafra (Samsun)"
560450,"2023-03-09T03:58:23",37.05,38.171,7,"ML",3.4,"Afşin (Kahramanmaraş)"
560425,"2023-03-09T02:13:52",39.507,38.546,7,"ML",3.1,"Maden (Elazığ)"
560418,"2023-03-09T01:43:25",38.571,38.213,7,"ML",3,"Battalgazi (Malatya)"
560416,"2023-03-09T01:20:09",40.443,38.561,6.96,"ML",3,"Lice (Diyarbakır)"
560367,"2023-03-08T21:44:04",37.037,37.299,7,"MW",4,"Pazarcık (Kahramanmaraş)"
560366,"2023-03-08T21:37:09",36.732,37.221,8.29,"ML",3.2,"Nurdağı (Gaziantep)"
560273,"2023-03-08T14:45:37",36.071,36.038,6.66,"ML",3.2,"Yayladağı (Hatay)"
560272,"2023-03-08T14:52:00",36.623,37.865,7,"MW",3.7,"Onikişubat (Kahramanmaraş)"
560271,"2023-03-08T14:44:04",37.659,38.075,10.79,"ML",3,"Doğanşehir (Malatya)"
560261,"2023-03-08T13:47:02",36.141,36.294,7,"ML",3.4,"Antakya (Hatay)"
560216,"2023-03-08T11:20:08",35.466,36.254,7,"ML",3.1,"Akdeniz - [29.34 km] Arsuz (Hatay)"
560201,"2023-03-08T10:08:11",36.142,37.324,4.53,"MW",3.4,"Kadirli (Osmaniye)"
560174,"2023-03-07T11:57:07",35.289,38.685,7,"ML",3,"İncesu (Kayseri)"
560165,"2023-03-08T09:30:19",36.337,37.902,15.2,"ML",3.8,"Göksun (Kahramanmaraş)"
560163,"2023-03-08T09:26:28",36.674,37.893,11.25,"ML",3.7,"Onikişubat (Kahramanmaraş)"
560161,"2023-03-08T09:02:24",38.562,38.206,13.5,"ML",3.4,"Battalgazi (Malatya)"
560152,"2023-03-08T08:41:53",36.028,36.25,13.91,"ML",3.1,"Samandağ (Hatay)"
560116,"2023-03-07T12:15:54",35.324,38.694,25.33,"ML",3.4,"Hacılar (Kayseri)"
560112,"2023-03-08T06:52:58",36.557,38.095,10.93,"ML",3.4,"Göksun (Kahramanmaraş)"
560103,"2023-03-08T06:12:39",36.265,37.923,12.63,"ML",3,"Saimbeyli (Adana)"
560102,"2023-03-08T06:05:02",37.108,38.176,4.4,"ML",3,"Elbistan (Kahramanmaraş)"
560077,"2023-03-08T04:28:36",35.918,36.213,6.3,"MW",3.3,"Samandağ (Hatay)"
560039,"2023-03-08T02:46:22",35.254,35.49,7.12,"ML",3.1,"Akdeniz"
560034,"2023-03-08T03:03:59",35.364,35.462,13.71,"ML",3,"Akdeniz"
560027,"2023-03-08T03:23:37",37.239,38.085,6.83,"MW",3.5,"Elbistan (Kahramanmaraş)"
559972,"2023-03-07T23:21:01",36.304,37.92,7,"ML",3,"Göksun (Kahramanmaraş)"
559961,"2023-03-07T22:23:09",38.652,38.093,6.99,"ML",3.2,"Pütürge (Malatya)"
559934,"2023-03-07T20:28:43",36.341,37.883,6.97,"MW",3.2,"Göksun (Kahramanmaraş)"
559933,"2023-03-07T20:30:30",38.314,38.069,5.12,"MW",3.5,"Çelikhan (Adıyaman)"
559930,"2023-03-07T20:18:18",38.154,38.179,8.6,"MW",3.7,"Yeşilyurt (Malatya)"
559927,"2023-03-07T20:01:53",36.363,37.904,7,"ML",3.2,"Göksun (Kahramanmaraş)"
559903,"2023-03-07T17:56:21",36.32,37.868,7,"ML",3.1,"Göksun (Kahramanmaraş)"
559902,"2023-03-07T17:55:39",36.349,37.889,7,"MW",3.7,"Göksun (Kahramanmaraş)"
559894,"2023-03-07T17:10:23",38.25,38.269,7.04,"ML",3,"Yeşilyurt (Malatya)"
559889,"2023-03-07T17:05:05",37.377,38.317,7,"ML",3.2,"Elbistan (Kahramanmaraş)"
559861,"2023-03-07T15:08:22",38.677,38.19,7.61,"ML",3.1,"Pütürge (Malatya)"
559854,"2023-03-07T14:28:35",36.656,37.924,6.67,"ML",3.1,"Onikişubat (Kahramanmaraş)"
559840,"2023-03-07T14:18:20",37.407,38.828,7,"MW",4.2,"Gürün (Sivas)"
559810,"2023-03-07T13:02:07",36.616,37.101,7,"ML",3.1,"İslahiye (Gaziantep)"
559808,"2023-02-15T20:59:35",36.939,38.075,6.98,"ML",3.2,"Göksun (Kahramanmaraş)"
559767,"2023-03-07T11:48:03",35.32,38.701,7,"MW",4.4,"Hacılar (Kayseri)"
559759,"2023-03-07T11:53:38",35.263,38.707,8.52,"MW",4.3,"İncesu (Kayseri)"
559756,"2023-03-07T11:47:27",35.283,38.699,16.4,"MW",4.7,"İncesu (Kayseri)"
559754,"2023-03-07T11:30:54",37.512,38.003,7,"ML",3.8,"Nurhak (Kahramanmaraş)"
559744,"2023-03-07T11:13:50",36.301,37.877,17.72,"MW",3.7,"Göksun (Kahramanmaraş)"
559731,"2023-03-07T10:07:53",37.382,38.029,7,"ML",3.3,"Nurhak (Kahramanmaraş)"
559728,"2023-03-07T09:40:11",36.55,37.711,7.52,"MW",4.4,"Onikişubat (Kahramanmaraş)"
559712,"2023-03-07T08:33:39",37.844,38.076,6.98,"ML",3.2,"Doğanşehir (Malatya)"
559706,"2023-03-07T06:44:46",39.059,38.234,7,"ML",3,"Doğanyol (Malatya)"
559694,"2023-03-07T08:36:30",27.764,40.826,8.63,"MW",3.6,"Marmara Denizi - [21.16 km] Marmaraereğlisi (Tekirdağ)"
559664,"2023-03-07T07:40:02",38.686,38.209,7.02,"ML",3.5,"Pütürge (Malatya)"
559663,"2023-03-07T07:30:16",38.474,38.106,8.49,"ML",3,"Sincik (Adıyaman)"
559660,"2023-03-07T07:32:37",36.268,37.922,16.33,"ML",3.1,"Saimbeyli (Adana)"
559619,"2023-03-07T05:55:23",37.809,38.124,16.5,"ML",3.2,"Doğanşehir (Malatya)"
559614,"2023-03-07T05:38:00",36.636,37.143,5.92,"ML",3.4,"İslahiye (Gaziantep)"
559571,"2023-03-07T03:55:52",36.549,35.52,10.8,"ML",3,"Ma'arrat al-Numan, İdlib (Suriye) - [51.82 km] Yayladağı (Hatay)"
559479,"2023-03-07T00:20:43",37.455,38.026,7,"ML",3.2,"Elbistan (Kahramanmaraş)"
559457,"2023-03-06T23:41:15",36.106,36.102,6.26,"ML",3.3,"Defne (Hatay)"
559428,"2023-03-06T22:34:58",38.484,38.088,8.1,"ML",3.2,"Sincik (Adıyaman)"
559426,"2023-03-06T22:33:17",36.942,37.166,7,"ML",3.3,"Nurdağı (Gaziantep)"
559409,"2023-03-06T22:14:57",36.123,36.123,7.05,"MW",4.1,"Defne (Hatay)"
559392,"2023-03-06T21:32:18",40.735,39.912,7,"ML",3.3,"Aşkale (Erzurum)"
559378,"2023-03-06T21:07:50",36.744,37.245,7.86,"ML",3,"Türkoğlu (Kahramanmaraş)"
559366,"2023-03-06T20:34:58",36.369,37.875,7,"ML",3.1,"Göksun (Kahramanmaraş)"
559361,"2023-03-06T20:37:13",35.878,36.134,7,"ML",3.1,"Akdeniz - [05.38 km] Samandağ (Hatay)"
559360,"2023-03-06T20:52:54",36.142,36.104,6.05,"ML",3.5,"Yayladağı (Hatay)"
559326,"2023-03-06T19:04:48",40.752,39.924,7,"ML",3.1,"Aşkale (Erzurum)"
559321,"2023-03-06T18:58:11",40.743,39.907,7.01,"ML",3.7,"Aşkale (Erzurum)"
559320,"2023-03-06T18:54:51",40.755,39.908,7.01,"ML",3.5,"Aşkale (Erzurum)"
559315,"2023-03-06T18:43:38",36.553,37.965,7,"ML",3.1,"Göksun (Kahramanmaraş)"
559304,"2023-03-06T17:48:57",40.761,39.912,7,"ML",3,"Aşkale (Erzurum)"
559279,"2023-03-06T17:14:19",40.742,39.916,7,"ML",3.5,"Aşkale (Erzurum)"
559257,"2023-03-06T15:46:10",35.842,36.201,7,"ML",3.1,"Akdeniz - [10.14 km] Samandağ (Hatay)"
559241,"2023-03-06T15:04:19",36.19,35.985,7,"ML",3.2,"Yayladağı (Hatay)"
559227,"2023-03-06T14:02:05",36.343,37.894,10.77,"ML",3.2,"Göksun (Kahramanmaraş)"
559184,"2023-03-06T11:42:06",36.384,37.987,10.36,"ML",3.3,"Göksun (Kahramanmaraş)"
559162,"2023-03-06T13:03:24",37.283,38.239,13.02,"MW",4,"Elbistan (Kahramanmaraş)"
559156,"2023-03-06T12:31:07",36.727,37.144,12.7,"ML",3,"Nurdağı (Gaziantep)"
559085,"2023-03-06T11:02:58",35.953,36.351,7,"MW",4.1,"Arsuz (Hatay)"
559007,"2023-03-06T08:14:16",36.152,36.108,22.54,"ML",3.5,"Yayladağı (Hatay)"
558901,"2023-03-06T06:27:27",36.675,38.081,7,"ML",3.5,"Göksun (Kahramanmaraş)"
558893,"2023-03-06T06:41:29",36.349,37.891,7,"ML",3.1,"Göksun (Kahramanmaraş)"
558860,"2023-03-06T05:51:08",37.921,37.891,12.13,"MW",3.9,"Tut (Adıyaman)"
558841,"2023-03-06T04:57:33",41.021,38.973,13.29,"MW",4.2,"Solhan (Bingöl)"
558830,"2023-03-06T04:13:56",36.191,37.623,9.88,"MW",3.7,"Kadirli (Osmaniye)"
558816,"2023-03-06T03:12:38",37.685,38.051,7.04,"ML",3.2,"Doğanşehir (Malatya)"
558810,"2023-03-06T02:22:52",35.937,36.248,7.2,"ML",3.1,"Samandağ (Hatay)"
558809,"2023-03-06T02:16:03",35.964,36.253,6.97,"MW",3.5,"Samandağ (Hatay)"
558784,"2023-03-06T00:48:49",36.375,38.267,7,"ML",3.1,"Tufanbeyli (Adana)"
558782,"2023-03-06T00:41:52",26.22,38.011,20.3,"ML",3,"Ege Denizi - [29.53 km] Çeşme (İzmir)"
558775,"2023-03-06T00:18:55",36.237,37.931,10.27,"MW",3.5,"Saimbeyli (Adana)"
558764,"2023-03-05T23:40:00",36.613,38.064,6.99,"ML",3.2,"Göksun (Kahramanmaraş)"
558757,"2023-03-05T23:24:03",36.258,37.925,8.46,"MW",3.6,"Saimbeyli (Adana)"
558740,"2023-03-05T22:25:15",35.266,38.692,7,"ML",3.2,"İncesu (Kayseri)"
558737,"2023-03-05T22:06:27",37.488,38.102,6.98,"ML",3,"Elbistan (Kahramanmaraş)"
558725,"2023-03-05T21:50:12",36.687,37.999,6.99,"MW",3.7,"Göksun (Kahramanmaraş)"
558722,"2023-03-05T21:37:11",36.256,37.941,7.68,"ML",3.4,"Saimbeyli (Adana)"
558712,"2023-03-05T20:49:46",36.158,36.762,5.39,"MW",4.5,"Akdeniz - İskenderun Körfezi - [04.35 km] Payas (Hatay)"
558695,"2023-03-05T19:23:24",37.852,38.135,6.99,"ML",3.3,"Doğanşehir (Malatya)"
558688,"2023-03-05T19:07:15",36.552,38.06,7,"MW",3.7,"Göksun (Kahramanmaraş)"
558666,"2023-03-05T16:54:36",35.32,38.713,17.04,"ML",3,"Hacılar (Kayseri)"
558641,"2023-03-05T16:03:21",40.876,38.59,7.11,"ML",3.4,"Kulp (Diyarbakır)"
558632,"2023-03-05T15:49:21",37.815,38.289,10.75,"ML",3.2,"Akçadağ (Malatya)"
558621,"2023-03-05T14:36:07",25.951,40.405,12.87,"ML",3.1,"Ege Denizi - [19.53 km] Gökçeada (Çanakkale)"
558577,"2023-03-05T12:19:19",36.617,37.886,7.17,"ML",3.5,"Onikişubat (Kahramanmaraş)"
558569,"2023-03-05T12:08:08",36.855,38.139,7,"ML",3.6,"Afşin (Kahramanmaraş)"
558499,"2023-03-05T08:33:35",37.632,38.041,10.41,"ML",3.1,"Doğanşehir (Malatya)"
558498,"2023-03-05T08:44:23",38.058,38.186,10.78,"ML",3.1,"Yeşilyurt (Malatya)"
558480,"2023-03-05T07:42:51",40.361,39.177,7,"ML",3,"Kiğı (Bingöl)"
558467,"2023-03-05T06:54:45",37.009,37.465,7.94,"ML",3,"Dulkadiroğlu (Kahramanmaraş)"
558452,"2023-03-05T06:25:39",38.174,34.542,5.91,"MW",4,"Palmyra, Humus (Suriye)"
558429,"2023-03-05T05:28:07",30.962,40.787,7.89,"ML",3,"Gölyaka (Düzce)"
558418,"2023-03-05T05:03:32",36.909,37.169,7,"ML",3.3,"Nurdağı (Gaziantep)"
558369,"2023-03-05T01:30:15",36.479,36.897,7,"ML",3.1,"Hassa (Hatay)"
558368,"2023-03-05T01:24:52",42.777,40.99,8.17,"ML",3.4,"Merkez (Ardahan)"
558362,"2023-03-05T01:11:19",36.631,37.849,7,"ML",3.7,"Onikişubat (Kahramanmaraş)"
558340,"2023-03-04T23:52:49",36.939,37.14,7,"ML",3.1,"Nurdağı (Gaziantep)"
558298,"2023-03-04T20:53:41",40.334,38.517,7,"ML",3,"Genç (Bingöl)"
558296,"2023-03-04T20:59:40",40.339,38.528,14.27,"MW",4.1,"Genç (Bingöl)"
558273,"2023-03-04T19:15:52",40.271,38.497,21.24,"ML",3,"Arıcak (Elazığ)"
558251,"2023-03-04T17:54:26",37.268,38.024,13.54,"ML",3.5,"Nurhak (Kahramanmaraş)"
